"ProteinID","p.value","FDR","log10FDR","meanGroup1","meanGroup2","logFoldChange"
"ADAMDEC1",0.439179573143056,0.383014022317869,0.416785326021463,2717.22857142857,2685.05555555556,0.0119110344767853
"ADAMTS1",0.923676704893838,0.550663977329682,0.259113332740864,787.142857142857,836.138888888889,-0.0603849812287143
"ADAMTS13",0.0355309883741399,0.120453998295846,0.919178779650666,17512.0571428571,22181.8055555556,-0.236382759994084
"ADAMTS15",0.28607735628629,0.309780531211114,0.508945879841076,1179.65714285714,1306.13888888889,-0.101851532618375
"ADAMTS3",0.814940947290119,0.515857182252707,0.287470518420737,1361.45714285714,1352.83333333333,0.00635439619846998
"ADAMTS4",0.120828560242908,0.205003513179942,0.688238696302348,232.057142857143,264.888888888889,-0.132326804092192
"ADAMTS5",0.273815251344624,0.303318587501037,0.518100975110418,616.228571428571,719,-0.154243405498427
"ADAMTS6",0.463060761651336,0.393314032600474,0.405260558618893,3177.54285714286,3257.66666666667,-0.0249029810055945
"ADAMTSL1",0.522414663910237,0.418564074995709,0.378238049529729,9254.88571428571,9800.72222222222,-0.0573044816944766
"ADAMTSL2",0.00231228415445673,0.0331812161478082,1.47910770039113,1100.97142857143,920.805555555556,0.178699295160912
"ADCK4",0.292151924777684,0.312570440313815,0.505052095464631,276.028571428571,302.222222222222,-0.0906582019257278
"ADCYAP1",0.225531823409971,0.275297566934359,0.560197626861851,419.457142857143,448.768518518519,-0.0675458475946216
"ADGRE2",0.796363041071517,0.510322279898857,0.292155470613668,4896.31428571429,4771.86111111111,0.0257463366454194
"ADGRF1",0.0407949489033736,0.128904238389074,0.889732802749581,7725.82857142857,6908.58333333333,0.111804475592389
"ADGRF5",0.815533245911273,0.51611103939471,0.287256851457211,1450.31428571429,1420.77777777778,0.0205758292215234
"ADGRG5",0.654526289150021,0.466391325239963,0.331249535940835,1481.77142857143,1505.86111111111,-0.0161266181812546
"ADH1A",0.000266998153779891,0.00979852288877644,2.00883938855279,15084.8571428571,6857.72222222222,0.788316053396639
"ADH1B",0.00520885283352121,0.0478094151961101,1.32048656855386,1119.51428571429,780.472222222222,0.360751047155748
"ADH1C",0.00125158653228387,0.0236180217514707,1.62675648176061,14376.8857142857,3906.5,1.30297992574962
"ADH4",0.00230577523873907,0.0331812161478082,1.47910770039113,19642.4285714286,8685,0.816094549938406
"ADH5",0.093712923775621,0.183647162254828,0.736015778054277,25276,22229.3055555556,0.12844384048938
"ADH6",0.0519470248122445,0.142747287897317,0.845432134307464,17498.2285714286,13859.6111111111,0.233120716309406
"ADH7",0.0230666142752474,0.0996537248460618,1.00150646364832,3178.97142857143,4021.05555555556,-0.23498674983669
"ADI1",0.942914836182835,0.55738094473922,0.253847882655484,1339.54285714286,1506.33333333333,-0.117350037389513
"ADIPOQ",0.000640270312534299,0.0159460090962218,1.79734799250418,2739.82857142857,3868.69444444444,-0.345021743998039
"ADK",0.0151425570075541,0.0827212493562137,1.08238291496082,2971.74285714286,2427.63888888889,0.202229466958618
"ADM",0.0393244960949678,0.126966461118668,0.896310985144307,2599.02857142857,2141.09722222222,0.193819330536065
"ADM2",0.671962016145395,0.473316066807125,0.324848753070048,346.228571428571,341.361111111111,0.0141582741870335
"ADPGK",0.0107412991299319,0.0707144914913528,1.15049157729482,2107.22857142857,2646.97222222222,-0.228042818260248
"ADPRH",0.570335745884648,0.436978344210349,0.359540085278981,4212.82857142857,4401.05555555556,-0.0437101193540657
"ADPRHL2",0.175076912453288,0.242650729876517,0.615018398019138,33281.0285714286,29833,0.109372358702893
"ADRBK1",0.0475281392359442,0.13658527890776,0.864596106171672,62234.0857142857,52359.2222222222,0.172774764979599
"ADRM1",0.113081152184649,0.19853406359139,0.702164968192607,1310.45714285714,1018.69444444444,0.25185418932708
"ADSL",0.554302311896413,0.430168963657934,0.366360926813113,12366.3142857143,12865.6388888889,-0.0395839193875986
"ADSS",0.147311491870948,0.224205657207205,0.649353433387454,883.6,663.416666666667,0.286601222245384
"ADSSL1",3.32544422544164e-05,0.00253201668100101,2.59653343750033,3615.94285714286,1612.5,0.807566869935985
"ADY",0.211481889040444,0.266220077197048,0.574759194965434,4638,5761.88888888889,-0.216982114215247
"AES",0.830244533539925,0.520146305417321,0.283874481945116,1344.4,1308.63888888889,0.0269602359225325
"AFAP1L1",0.295253909783554,0.314542360713453,0.502320858055771,377.142857142857,418.388888888889,-0.103787309120138
"AFM",0.0659172205410446,0.155894903200574,0.807168083323345,39836.2285714286,44395.3333333333,-0.108357594945475
"AFP",0.290794473412737,0.312321907944541,0.505397550942017,580.2,559.75,0.0358826162084396
"AGA",0.296113972505701,0.315094458948502,0.501559233986421,947.514285714286,1300.47222222222,-0.316640711240409
"AGAP2",0.10978287030587,0.196710835923219,0.706171716074348,1821.65714285714,1520.86111111111,0.180469909958082
"AGAP3",0.369717359058463,0.350060941562477,0.455856343419995,1573.82857142857,1281.94444444444,0.205133208882715
"AGER",0.933524304435212,0.553897882294884,0.25657029527831,3146.17142857143,2993.19444444444,0.0498451009516641
"AGFG1",0.0800178649390107,0.171098530177816,0.766753721250283,28559.6,24211.8611111111,0.165150490123881
"AGGF1",0.400963742261768,0.366156115351062,0.436333708103553,334.857142857143,217.416666666667,0.431888366292862
"AGO1",0.027135654928034,0.107367936787424,0.969125392335486,11632,9094.72222222222,0.246065651099229
"AGO3",0.000612137317989841,0.0155833801618964,1.80733833444015,5845.22857142857,4135.5,0.346017459472153
"AGR2",0.308040651666009,0.322937266853045,0.490881834652272,1605.31428571429,1662.27777777778,-0.0348692630546696
"AGR3",0.672804354795145,0.473415093394548,0.324757900032894,5621.65714285714,6710.66666666667,-0.177071814527554
"AGRN",0.0211559163471628,0.0961898024299179,1.01687096728822,5812.08571428571,4952.58333333333,0.160030167444098
"AGRP",0.743750150386072,0.493880835742141,0.306377825615967,1465.25714285714,1656.27777777778,-0.122542030899185
"AGT",0.426383344389333,0.376870463554776,0.423807898150893,11487.9142857143,11024.9722222222,0.0411326492728759
"AHCYL1",0.0865124445616748,0.177228053981865,0.751467531178249,11371,9450.97222222222,0.18494863777035
"AHSA1",0.0576374992554241,0.148683348825526,0.827737665762565,13267.9142857143,10885.3055555556,0.197934895294943
"AHSG",0.000169599055380349,0.00819477900717834,2.0864627537783,1453.2,1890.19444444444,-0.262911683073225
"AHSP",0.216427405984203,0.2684414120136,0.571150485441716,2410.2,2613.52777777778,-0.0809912160770602
"AIDA",0.382040732498269,0.356698381763764,0.447698860924225,89191.0571428571,86314.7777777778,0.032779957598069
"AIF1",0.36207378282968,0.347827579566767,0.458635985361518,25200.4857142857,28964.9166666667,-0.1392220588009
"AIF1L",0.0196426794802648,0.0933629914405047,1.0298252415247,3493.42857142857,3027.16666666667,0.143256564127434
"AIFM1",0.0618562199193281,0.152927004392285,0.815515818557449,9303.34285714286,7472.30555555556,0.219170189078322
"AIMP1",0.761376067387759,0.500622706370372,0.300489456310459,6116.71428571429,6034.19444444444,0.0135827059146986
"AIP",0.0306655064112497,0.114771366038017,0.940166449244768,8119.17142857143,6484.13888888889,0.22486908425859
"AK1",0.619754083937695,0.454807248117627,0.342172622716918,43888.6285714286,42041.3888888889,0.0430006734814206
"AK2",0.195845104186498,0.2560389183265,0.591694016212322,145020.914285714,138585,0.0453941126818811
"AK4",0.278918591818065,0.305584784642173,0.514868273494416,2648.68571428571,2910.33333333333,-0.0942040620630347
"AK5",0.378055406166006,0.354719648607991,0.450114754449721,489.6,483.861111111111,0.0117908261767647
"AKAP7",0.425184672463937,0.376180635067765,0.424603564712472,2386.65714285714,2532.72222222222,-0.0594009995803314
"AKR1A1",0.0106032600865387,0.0704745084116697,1.15196794482626,14989.0285714286,10925.3055555556,0.316236795843949
"AKR1B1",0.0936536849452637,0.183647162254828,0.736015778054277,30047.5428571429,26006.9722222222,0.144416224691353
"AKR1B10",0.43239215616831,0.379200573248385,0.421131014798048,7610.11428571429,6643,0.135914520911401
"AKR1C1",0.943125201834075,0.55738094473922,0.253847882655484,411.028571428571,1411.05555555556,-1.23343059531881
"AKR1C3",0.0832942676919063,0.174909963911838,0.757185449819931,3233.08571428571,1841.30555555556,0.562962149619534
"AKR1C4",0.00134330304262629,0.0246589930457696,1.60802466186821,11809.5714285714,3472.63888888889,1.22399554904473
"AKR1D1",0.0100310099798198,0.0687101689369454,1.16297898366266,1724.22857142857,934.75,0.612255910613328
"AKR7A2",0.0861757663677568,0.177228053981865,0.751467531178249,71326.8,63534.4444444444,0.11568994234273
"AKR7A3",0.0105060121705274,0.0700005658728097,1.15489844920795,6500.34285714286,2479.08333333333,0.963966054569935
"AKT1",0.0582465776374818,0.149575962176138,0.825138194794167,38713.4285714286,32998.9444444444,0.159710956934973
"AKT2",0.200085581772272,0.259455943084357,0.585936376928273,16932.0857142857,15224.5138888889,0.106303500305703
"AKT3",0.528940042814027,0.42087134214799,0.375850645101857,115095.971428571,110762.555555556,0.0383775435477401
"ALAD",0.53912321221784,0.424181480669908,0.372448296258958,25524.3714285714,28579.6666666667,-0.113061771235563
"ALB",0.00050764860135599,0.0140431378627579,1.85253584062366,100531.742857143,120117.055555556,-0.177993203336143
"ALCAM",0.0348810096538896,0.120366651646531,0.91949382048693,10342.8,11710.9444444444,-0.124233201711506
"ALDH1A1",0.00490882512125348,0.0469953114752303,1.32794546763883,5769.02857142857,3075.05555555556,0.629180739898931
"ALDH1A3",0.0574179568283219,0.148268918041778,0.828949881592846,10594.8571428571,8763.38888888889,0.18978601858062
"ALDH2",0.00104991273834321,0.0214633717733665,1.66830205182294,16998.4571428571,5132.88888888889,1.19745394671847
"ALDH3A1",0.911346284495864,0.546878164329321,0.262109416725201,454.371428571429,459.055555555556,-0.0102562506385175
"ALDH3B1",0.371507409911338,0.351139787738317,0.454519957728657,1036.25714285714,1138.16666666667,-0.0938034603208999
"ALDH5A1",0.0464070347305153,0.134944291481394,0.869845482582588,1795.2,1573.44444444444,0.131849306441538
"ALDH6A1",0.0780647619136717,0.169610259303002,0.77054788189106,28176.2571428571,23203.1666666667,0.194190914409665
"ALDOA",0.108317882136802,0.19509139325634,0.70976188972249,2460.02857142857,1966.05555555556,0.224143684786353
"ALDOB",0.00236672871690283,0.0332633454492631,1.47803407390516,13020.7142857143,5831.27777777778,0.803305346721351
"ALDOC",0.0831486089372364,0.174882762942282,0.757252993997367,9439.45714285714,6718.66666666667,0.340008750300362
"ALK",0.785748027837832,0.507619128049907,0.29446202123059,2463.22857142857,2459.58333333333,0.00148095796955028
"ALKBH2",0.481209889039728,0.400411248588645,0.397493730564951,4419.54285714286,2124.38888888889,0.732552085437505
"ALKBH3",0.0136514467978178,0.0795639552255906,1.09928363567892,3158.68571428571,2400.19444444444,0.274606275291617
"ALOX15B",0.286067302505319,0.309780531211114,0.508945879841076,632.428571428571,705.027777777778,-0.108669919462469
"ALPI",0.211150444161554,0.266220077197048,0.574759194965434,508.142857142857,766.611111111111,-0.411217023962248
"ALPL",0.110510910245729,0.197490806439407,0.704453116774569,2508.37142857143,2140.63888888889,0.158529378634369
"ALPP",0.607014808412798,0.45146848936481,0.345372556253128,448.857142857143,501.555555555556,-0.111009710281008
"ALPPL2",0.450609867412227,0.388308215744628,0.410823420644242,599.828571428571,567.027777777778,0.0562356067888553
"AMBP",0.108437955466639,0.19509139325634,0.70976188972249,103821.6,96577.1944444444,0.0723314105781008
"AMH",0.184280610968011,0.248205120497729,0.605189263204051,4573.8,5220.66666666667,-0.13228073842049
"AMICA1",0.546577991274372,0.427007538866667,0.369564457388815,759.257142857143,692.666666666667,0.0917916286707766
"AMIGO1",0.449394272541299,0.387872582977324,0.411310917699447,6708.31428571429,13720.6388888889,-0.715553492223253
"AMIGO2",0.0586047571869931,0.150041340117042,0.823789065536795,2886,2298.55555555556,0.227590554026986
"AMMECR1L",0.0371093670177822,0.123475663003349,0.908418633213203,812.571428571429,723.055555555556,0.116717762895262
"AMN",0.0841852095935346,0.175687898330036,0.755258152389129,315.171428571429,363.638888888889,-0.143044603244021
"AMPD2",0.0378116681376554,0.124477665527963,0.90490856509917,7669.54285714286,5899,0.262474167166458
"AMY1A",0.00104855699117286,0.0214633717733665,1.66830205182294,2249.02857142857,3647.80555555556,-0.483627392179151
"AMY2A",0.189402671583963,0.251401228955179,0.599632603630379,20901.5428571429,22891.1666666667,-0.0909281239031612
"AMY2B",0.03389727191596,0.119783806300796,0.921601890707746,2646.97142857143,3201.02777777778,-0.190055809497751
"ANAPC10",0.704932867917816,0.482285024177969,0.316696223497666,1832.34285714286,1822.19444444444,0.00555388436187237
"ANAPC7",0.570139267543739,0.436951870514481,0.359566397174007,1159.08571428571,1293.75,-0.109913461028238
"ANG",0.00095352875375177,0.0202644813583574,1.69326450695243,6741.28571428571,5447.97222222222,0.213007195405003
"ANGPT1",0.026631886686885,0.10677824426251,0.971517224453692,51647.8285714286,39821.3611111111,0.260044673823613
"ANGPT2",0.793040393375908,0.50891820052918,0.293352017100677,16027.7714285714,16992.5,-0.058449138324403
"ANGPT4",0.902473740878045,0.54420209452053,0.264239791044027,807.114285714286,813.416666666667,-0.00777820715841203
"ANGPTL1",0.719125254519302,0.487206314926958,0.312287091228716,3561.32857142857,3662.40277777778,-0.0279857592083998
"ANGPTL3",0.392404777025199,0.361768073963929,0.44156976227743,1162.37142857143,1275.80555555556,-0.0931155340979307
"ANGPTL4",0.0341368735816129,0.119944737475972,0.921018801762703,7645.54285714286,6197.55555555556,0.209967895913531
"ANGPTL7",0.914345800484019,0.547964600295776,0.261247496976923,1248.97142857143,1227.61111111111,0.0172502606317789
"ANK2",0.589797774501169,0.444774488177396,0.35186013141146,905.942857142857,885.138888888889,0.0232316631753484
"ANKRD1",0.737421095916841,0.492152462178845,0.307900337830422,1485.37142857143,1469.30555555556,0.0108749832473004
"ANKRD27",0.0539334447800077,0.144705443838533,0.83951513035599,1362.2,1457.63888888889,-0.0677168874255057
"ANKRD46",0.288035871616492,0.311027647773831,0.507201004085952,2284,1821.75,0.226130714225509
"ANKRD54",0.212905635506408,0.266901168086744,0.573649525528651,2502.57142857143,3171.05555555556,-0.236745740602225
"ANP32A",0.203777443231945,0.261740601888995,0.5821289032347,2727.85714285714,2324.47222222222,0.160023359546261
"ANP32B",0.702227176757425,0.481438943860658,0.317458782320826,1047.2,1050.41666666667,-0.00306697523832978
"ANPEP",0.873372424408807,0.533448426482045,0.272907561575863,2282.97142857143,2222.11111111111,0.027020157640219
"ANTXR1",0.0195388823735581,0.093154097286519,1.03079803835451,1542.74285714286,1571.05555555556,-0.0181858135709118
"ANTXR2",2.97231332623987e-05,0.00253201668100101,2.59653343750033,3542.88571428571,6122.33333333333,-0.547001718879054
"ANXA1",0.272165289341933,0.301986716740348,0.520012159603252,26249.8571428571,26119.9444444444,0.00496136937549625
"ANXA10",0.284795431735615,0.309318289151103,0.509594400583378,4462.57142857143,3798.25,0.161184719038479
"ANXA11",0.470876405688555,0.3962111053931,0.402073355795578,107713.371428571,106532.972222222,0.0110191952884273
"ANXA13",0.329766722316563,0.330805881254353,0.480426777917535,635.457142857143,703.833333333333,-0.102196935812858
"ANXA2",0.78576937194015,0.507619128049907,0.29446202123059,15269.6857142857,14903.9722222222,0.0242417675945913
"ANXA3",0.99168346294145,0.567941261918718,0.245696577922206,796.342857142857,580.916666666667,0.315422502464417
"ANXA4",0.225351488726111,0.275297566934359,0.560197626861851,7231.91428571429,6835.72222222222,0.0563416410550519
"ANXA5",0.0905732220946146,0.179988511524636,0.744755214567173,1033.45714285714,1206.16666666667,-0.154537655342066
"ANXA6",0.162881098222948,0.234764935596117,0.629366768643784,12525.8285714286,11237.5555555556,0.108531454640164
"ANXA7",0.22018275374542,0.271801479127624,0.565748184192129,66462.7285714286,61865.375,0.0716806646949481
"ANXA8",0.234005407379499,0.280047954584408,0.552767594985774,1898.14285714286,2044,-0.0740327077876005
"ANXA9",0.24844576030919,0.288211647062984,0.540288472678944,1739.31428571429,541.25,1.16736494654858
"AOC1",0.956988245658158,0.560949451080746,0.251076272622271,17981.7428571429,11319.3888888889,0.462839871208732
"AOC2",0.00520868752428771,0.0478094151961101,1.32048656855386,742.685714285714,1051.58333333333,-0.34777928421279
"AP1G2",0.234023934604355,0.280047954584408,0.552767594985774,15632.5714285714,14386.3055555556,0.0830798986790182
"AP1S2",0.999479557377605,0.569844138967893,0.244243914226472,3926.02857142857,3933.97222222222,-0.00202128567330754
"AP2A2",0.0559682756530257,0.146295267533699,0.834769722522967,73955.7714285714,64854.6666666667,0.131318362013682
"AP4M1",0.0774969136572641,0.168512181110753,0.773368700145907,2569.42857142857,2262.5,0.127213131845066
"APAF1",0.0538193358570761,0.144651617995341,0.83967670420391,13091.9428571429,5477.16666666667,0.871409056290958
"APBB1",0.547998182138563,0.42763456701461,0.368927196688375,1684.21428571429,1638.05555555556,0.0277892542173493
"APBB2",0.971451883445683,0.563338271208198,0.249230743332485,1703.11428571429,1671.09722222222,0.0189780779122104
"APBB3",0.723377051221371,0.488005427107109,0.311575348182609,2882.05714285714,2874.20833333333,0.00272705087020296
"APCDD1",0.416187948665394,0.372893932422224,0.428414683243641,1206.8,1318.77777777778,-0.0887331534353798
"APCS",0.000483657722609505,0.0138844585218718,1.85747105257549,80712.0571428571,67390.3055555556,0.180386798004695
"APEX1",0.409299509647837,0.370009068517502,0.431787631719906,52408.3714285714,49785.6944444444,0.0513386560421649
"APLN",0.648134827738013,0.464289020150674,0.33321158672874,1086.42857142857,1065.86111111111,0.0191127491651748
"APLP1",0.000576370237807801,0.0152421713452073,1.81695316055087,2665.51428571429,4049.36111111111,-0.418162101577669
"APLP2",0.0138038926468573,0.0802790578511367,1.09539773300136,4251.42857142857,3179.47222222222,0.290539845746328
"APMAP",0.721058089693386,0.487658762671563,0.311883967601755,249.028571428571,246.5,0.010205641092352
"APOA1",0.136162524007833,0.21628973528216,0.66496409089885,12328.8571428571,14536.7777777778,-0.16473921292763
"APOA1BP",0.0938906406055297,0.183728576614752,0.735823289524956,12599.5714285714,10915.5,0.143479002300401
"APOA2",0.778004114382394,0.50684727821297,0.29512288133922,6980.54285714286,6871.69444444444,0.0157159671331783
"APOA4",0.248519040016947,0.288211647062984,0.540288472678944,2894.17142857143,3156.41666666667,-0.0867385556155542
"APOA5",0.0176893484934712,0.088702655891302,1.05206337654179,16959.2,13620.2777777778,0.219250764082328
"APOB",0.275740533670467,0.303829893292323,0.517369498895819,2471.74285714286,2612.91666666667,-0.0555435822136236
"APOBEC3G",0.0331105386366562,0.118498696861852,0.926286425593275,9204.71428571429,7104.22222222222,0.259026488689837
"APOC1",0.0372685483913663,0.123700258210728,0.907629393827814,110434.257142857,123956.5,-0.115510311689564
"APOC2",0.287921777720733,0.311027647773831,0.507201004085952,16918.6857142857,44617.9722222222,-0.969718067780946
"APOC3",0.0666118174861289,0.15630472889775,0.806027882485414,17110.3142857143,12270.3055555556,0.332499295209085
"APOD",0.642717841725342,0.462179118117786,0.335189680430009,7368.51428571429,7131.86111111111,0.0326438706577596
"APOE",0.122813328640591,0.206485300475831,0.685110859985599,61494.7714285714,56641.3680555556,0.0822125511596844
"APOF",0.0328538273369421,0.118498696861852,0.926286425593275,16075.6,11045.3333333333,0.375294578480883
"APOH",0.107796794944942,0.194956212548458,0.710062920863149,182345.771428571,197727.694444444,-0.0809860758729175
"APOL1",0.792696165393468,0.508818302100608,0.293437275586162,13807.7,13707.8333333333,0.00725896198161161
"APOL3",0.0582566955446399,0.149575962176138,0.825138194794167,2862.77142857143,2460.08333333333,0.151594961884107
"APOM",0.000262361191301082,0.00979852288877644,2.00883938855279,783.771428571429,958.361111111111,-0.201107216997173
"APP",0.0211675625514199,0.0961898024299179,1.01687096728822,71990.8,55982.9722222222,0.251490756037053
"APPL1",0.351309694513659,0.342397299052657,0.465469669845216,690.371428571429,778.527777777778,-0.12017491675467
"APRT",0.111361071060084,0.197961302294152,0.703419697832675,25927.4571428571,21146.3333333333,0.203836002910872
"APTX",0.90717079116888,0.545910927237208,0.262878212542681,1217.14285714286,1203.36111111111,0.0113876243498092
"AQP4",0.36057423438066,0.347397775770083,0.459172966470013,1065.71428571429,1221.36111111111,-0.136320636538464
"ARAF",0.466770540666785,0.394725613867653,0.403704691186305,2525.31428571429,2560.77777777778,-0.0139455072206916
"AREG",0.0599592679216128,0.151130069040529,0.820649119253353,6216.42857142857,5247.88888888889,0.169369677855228
"ARF1",0.944206211866,0.557897629532713,0.253445483872028,1786.22857142857,1858.22222222222,-0.0395137823691961
